R_time_norm,R_space_norm,R_strategy_norm,R_total
0.22332122838367327,0.712265744506988,0.6226835940272099,0.3634271952889338
0.422967454841843,0.66015746144461,0.6488915668544988,0.4955890481535796
0.30902359202491786,0.8242239609119333,0.6451256652338735,0.44440333349618255
0.2173634397793476,0.6267190811861401,0.509366373286644,0.32853855402295745
0.12820156067802188,0.5629912694161161,0.503177176713945,0.25565964299513044
0.8195252808506052,0.7487811044203454,0.7066790407186984,0.7912906417596791
0.9057899182968013,0.8089010125924344,0.5598240031542926,0.8394389819641132
0.7740811618574065,0.9004637666053705,0.7928722270646914,0.7980849897129911
0.6248275649615977,0.5512376010792188,0.5427303739372641,0.6005604158654969
0.4833870664127939,0.841639987243231,0.8110992576832554,0.5911191870783451
0.4224625815153904,0.9631923257604411,0.590297549964153,0.5378080898455608
0.32004125807650624,0.6209941909753232,0.5082826356414902,0.39795277937134443
0.2930184159286836,0.4498067464656983,0.7659752659030367,0.38782298082133526
0.3700240080961856,0.6893261029159434,0.3500522695299486,0.4209151226838724
0.15768914513556115,0.6189397550617737,0.6497884210688845,0.30654191527279784
0.23252088232990248,0.6961876326111731,0.48142711820125483,0.3466110310365502
0.2582495704969511,0.5203566076442903,0.6532974001805043,0.3595258531285837
0.15268092152654447,0.4944667087109127,0.660616177863213,0.2837026299103063
0.5486811422253479,0.9904939827622351,0.7007377100225394,0.6450844889003715
0.2909206090223155,0.9490091324173576,0.7214449968430809,0.4640216484466029
0.4108937609879226,0.8991468231711626,0.7361840870350047,0.5401712773594086
0.3891347620207618,0.7782323518161647,0.5213281789899795,0.473786869496466
0.3171965987192582,0.8691297488310531,0.667735824615763,0.46085100216154684
0.7608025665544055,0.5694270590032439,0.7296465442055156,0.72406395936828
0.4029153210673716,0.6505900177371702,0.5807776888234246,0.47035233781693275
0.4356391686533153,0.6556912856222761,0.7556057464606809,0.5189742956899793
0.28484928105069235,0.716055836623237,0.6750499961677265,0.41390565136320046
0.29088489153645153,0.6123706750081066,0.5953598509057918,0.3890639328259896
0.9049950311398728,0.9949097321722096,0.7109901399617269,0.8920829840638949
0.24636135851482155,0.47626491426804984,0.6571254945571019,0.34448650702247513
0.11661199291039678,0.6829479079238854,0.6737422210247885,0.2925685541597711
0.36349555006031137,0.8000003842986049,0.4658991712404559,0.45182427824223886
0.12374357144515288,0.7323554520813549,0.236311950503294,0.24252989317568102
0.2794263020756634,0.9839426061627999,0.45229502490367757,0.42308597843973167
0.3001281750816187,0.6783774895783072,0.7015812625479205,0.42189234592603286
0.6735917383848357,0.9999999999999769,0.7814507910139677,0.7441660865830785
0.41231205525814335,0.6206895398195817,0.7589958928266295,0.49754458887768666
0.46067887930751433,0.5275272342116712,0.5520309800866581,0.4851489607194848
0.36622418905391413,0.7584122563687489,0.579737842706591,0.4631570134246018
0.2206232456267512,0.544072578537887,0.6963114750250992,0.34389315464455794
0.39729967636640556,0.795002078816527,0.683518083208985,0.5056755271884487
0.7158258679340664,0.8996204646108866,0.561135357826215,0.7244112860632483
0.4633778574680427,0.800979513236125,0.6658414679501758,0.5495188021674604
0.3230640469488634,0.6077825382296955,0.7347228849450439,0.43055094168051994
0.5413515016815307,0.7671449903759744,0.6271515920083952,0.5917894511547129
0.5057143668875402,0.8370139552026632,0.6214499927242974,0.578251627682463
0.2668554872220008,0.24637125645044466,0.5243734222170555,0.3006465469766403
0.6265797622999709,0.9443804611245243,0.3834259623178977,0.6449423380432119
0.2536892604108744,0.4183007273017515,0.5212047804665272,0.3201013876317679
0.7539398886760447,0.7894321502878858,0.7396881581737964,0.7578567456383867
0.7041140751833839,0.8515428532661766,0.4393358333512799,0.6906540488853408
0.07666204953885608,0.5623459062758129,0.5507183799390767,0.22702076151795497
0.18047789807172465,0.6274133125961705,0.6610874220960714,0.3252579914005276
0.622987183180893,0.6269674844535041,0.5721531150765988,0.6163061648733816
0.6417115527236266,0.8489428562715339,0.4794516511522544,0.653149709535673
0.2277667106604531,0.7272896404852411,0.7420030773206218,0.38626697689031453
0.23344477662393978,0.5718070955942003,0.343347081162374,0.3063280068159805
0.42522588930456723,0.7507750929302026,0.6819122655438766,0.5171783371937446
0.015014517525005166,0.7305703262601093,0.5420455678417625,0.21175103688873628
0.5634470304208151,0.7092583542839304,0.7155860237418432,0.610007417481696
0.05590293081349732,0.4722055231520733,0.43214123982268193,0.18042987448362502
0.9466475696201275,0.787979256901819,0.6853327497336643,0.8821331541738737
0.9930217389340168,1,0.8499568798215018,0.9735076267233184
0.8104805742703998,0.6084789082311357,0.3556200660891349,0.7106778451818216
0.4729864765045447,0.6846282182752021,0.6131371810714694,0.5289008385147124
0.09128709480330552,0.6879176732975063,0.5173518450720005,0.2533919744844989
0.21660576264949125,0.5511665373759951,0.5748659503516755,0.32476519190575404
0.6090774656943998,0.5234790650214849,0.7563270019855739,0.6159549325965483
0.7148088348321521,0.61896820312783,0.43186379203961356,0.6577482735734873
0.053595767754995305,0.6335160694038402,0.30056452593809657,0.18698605458438172
0.6089075324181125,0.8490743049879674,0.6191806743905739,0.6508439489141846
0.7145621187969338,0.4803791158597769,0.6476734127175627,0.6654460278099484
0.6485042543975055,0.9976871818978188,0.4329872346447363,0.6761491856698059
0.44828778327784596,0.4436713293929959,0.5731163643506944,0.4655624347102085
0.02829878872608209,0.9349823123103439,0.6922165830173853,0.27702251758130564
0.4055671390694659,0.7226517334463751,0.6676345420046668,0.4968720932905264
0.2346091772715428,0.26559312939289004,0.7121993686923944,0.30889484401305467
0.8007590409336888,0.9238836101654749,0.4345215702242412,0.7685328986309683
0.34412217286742086,0.9803231864170491,0.7411265321749292,0.50868922030682
0.5912110889255967,0.9983830122285863,0.6696749987021766,0.6711372783514904
0.443761532481185,0.9204662917276537,0.5494055311345845,0.5393296548890114
0.42542661330217246,0.6302112852260338,0.643847920468516,0.49150522343847347
0.07544435153873935,0.5712270305725242,0.4733760472257005,0.21649515753040438
0.2765429256582421,0.7583136725626651,0.5523846025010066,0.39757758191946535
0.1969985334256298,0.6944603384470547,0.6372383024979668,0.34445056860247564
0.2941954735364512,0.9067009227030759,0.5888700550248371,0.43997302244100767
0.20597234088565938,0.6014442875133389,0.5080514157183028,0.31626622485345635
0.36459398866483667,0.7084917879180064,0.684747047346496,0.46881513767274324
0.33540555895473645,0.6631003208081323,0.6254331444472438,0.4325410455587728
0.9062330996573823,0.6122061034049259,0.37259145057404064,0.7795377469510434
0.5840130775732808,0.8150060651251759,0.6474936547788064,0.6320990119050198
0.5118051847896948,0.9999999999999208,0.3376367332473693,0.568843238388003
0.2894462708596414,0.6496318864399409,0.7172247892012334,0.41197508730527255
0.539808358763501,0.8302978063531504,0.6720888669200644,0.6078647100830753
0.5858761837143286,0.6156839729305992,0.7180266495561312,0.6100076946851372
0.27093969445416094,0.5004204783735591,0.44642931687555576,0.33496921422073034
0.5300759509043642,0.6882292639687322,0.669791124754233,0.576918390731198
0.9501264365816562,0.9981808887571769,0.3374811501614553,0.869621926694506
0.9839089627086242,0.9650066024198624,0.6770697107352495,0.9363514628317677
0.49270569610700127,0.6772774533082276,0.6331800543663904,0.5441075260424212
0.5965215566117219,0.6885315527811521,0.6640626219998853,0.6217861045501422
0.2007226177493324,0.8342592899122487,0.8004147832289041,0.39415278410835974
0.30236857318360827,0.6990039119816607,0.6454700531635249,0.4187908944357859
0.44703262569616764,0.4159439204471407,0.6379312405054856,0.4694033881337952
0.5007939285993979,0.9573189792678154,0.722367022673119,0.609728411309126
0.6097893971888562,0.5798081309077658,0.6872674538130661,0.6159442734374565
0.19569442403890522,0.9777620678320501,0.5967701079066194,0.3854182428722036
0.20466975031699022,0.7271884949595603,0.5629132273320929,0.34448410738810736
0.797082266724043,0.9999999999999206,0.39366821377183736,0.7729191874607301
0.7098785542404552,0.5973325412880186,0.5316153018231943,0.665142988033305
0.2546252357749001,0.9726013520113967,0.7576807916942254,0.44830216582559423
0.24319171800521266,0.7348971095959123,0.6535673095083068,0.3853553799948538
0.7248943401949701,0.9994845616837342,0.3718675870175543,0.7200897011818143
0.4311862178478973,0.5069318157078729,0.4314853768646647,0.443987144211732
0.4762300925755878,0.3357722396213011,0.2875651240642161,0.4252891440509089
0.20116551863002374,0.6387293347764054,0.6259939665019874,0.3363003470336111
0.4728720772742717,0.6971836652124181,0.6169572431530872,0.5314893788448487
0.583470889439255,0.7894966039378448,0.5170790602468234,0.6085700337009535
0.38997874395875615,0.6072739254028596,0.537386693298134,0.4478948148612402
0.5731474513404906,0.8815912861562859,0.6203069869651017,0.6319179790882139
0.3491837479945182,0.4777209886991022,0.47010032547092206,0.3883194435000414
0.5968064718999864,0.6895777232525546,0.43954299044327416,0.589688937220215
0.6253469264363074,0.9643699707619373,0.5348816944442814,0.6693651208507837
0.2534866416286089,0.762746530060339,0.30105933178146493,0.34613992106184666
0.6550433960872849,0.6388115873998671,0.8051110125742447,0.6740116634375204
0.5928903486670022,0.6543944533886494,0.3991824381097272,0.5752361159021279
0.18605214911096032,0.5808255374828758,0.568659146753833,0.30787398993386234
0.36533437610744623,0.6113099532165532,0.5873310514749535,0.4388677340319637
0.3274082985867901,0.81664563651284,0.5719155877223959,0.4451690873255813
0.6763834184159042,0.7611721049067418,0.6363537162628472,0.684875259891099
0.3341547205048612,0.6430920800586035,0.7395390762074944,0.444813356013125
0.18661052147318702,0.755264262528639,0.6407337764444552,0.34806102873041705
0.7698475817640789,0.9186387754854426,0.6177610724009948,0.7729140340487569
0.26977298249187126,0.23191074106352827,0.6448393687415734,0.3176364708317687
0.512876980809815,0.8491273781388804,0.5604072977124774,0.5763845271223982
