Street_Cumulative_Share_Units,Street_Cumulative_Share_Mismatch,Station_Cumulative_Share_Units,Station_Cumulative_Share_Mismatch
0.8851674641148325,0.7698297022501185,0.0832208726945569,0.0
0.8899521531100478,0.7787090959164339,0.08367071524966262,0.0
0.8947368421052632,0.7876570766996013,0.08412055780476833,0.0
0.8995215311004785,0.7966468946547499,0.08457040035987404,0.0
0.9043062200956937,0.8056546658761667,0.08502024291497975,0.0
0.9090909090909091,0.8146767559168913,0.08547008547008547,0.0
0.9138755980861244,0.8238351622804122,0.08591992802519119,0.0
0.9186602870813397,0.832993647999903,0.08636977058029689,0.0
0.9234449760765551,0.8422382500644956,0.08681961313540261,0.0
0.9282296650717703,0.8515819700205064,0.08726945569050833,0.0
0.9330143540669856,0.8609456000868221,0.08771929824561403,0.0
0.937799043062201,0.8703178749961362,0.08816914080071975,0.0
0.9425837320574163,0.8797987291067803,0.08861898335582546,0.0
0.9473684210526315,0.8892850000034395,0.08906882591093117,0.0
0.9521531100478469,0.8987748054090623,0.08951866846603689,0.0
0.9569377990430622,0.9084011592660841,0.0899685110211426,0.0
0.9617224880382775,0.9181863780172673,0.09041835357624832,0.0
0.9665071770334929,0.928024919691686,0.09086819613135402,0.0
0.9712918660287081,0.9379139910003699,0.09131803868645974,0.0
0.9760765550239234,0.9478476013601939,0.09176788124156546,0.0
0.9808612440191388,0.9579050861692975,0.09221772379667116,0.0
0.9856459330143541,0.9684288119960416,0.09266756635177688,0.0
0.9904306220095693,0.9789525378227858,0.0931174089068826,0.0
0.9952153110047847,0.98947626364953,0.0935672514619883,0.0
1.0,0.9999999894762742,0.09401709401709402,0.0
,,0.09446693657219973,0.0
,,0.09491677912730544,0.0
,,0.09536662168241115,0.0
,,0.09581646423751687,0.0
,,0.09626630679262259,0.0
,,0.09671614934772829,0.0
,,0.09716599190283401,0.0
,,0.09761583445793973,0.0
,,0.09806567701304543,0.0
,,0.09851551956815115,0.0
,,0.09896536212325686,0.0
,,0.09941520467836257,0.0
,,0.09986504723346828,0.0
,,0.100314889788574,0.0
,,0.1007647323436797,0.0
,,0.10121457489878542,0.0
,,0.10166441745389114,0.0
,,0.10211426000899686,0.0
,,0.10256410256410256,0.0
,,0.10301394511920828,0.0
,,0.103463787674314,0.0
,,0.1039136302294197,0.0
,,0.10436347278452542,0.0
,,0.10481331533963113,0.0
,,0.10526315789473684,0.0
,,0.10571300044984255,0.0
,,0.10616284300494827,0.0
,,0.10661268556005399,0.0
,,0.10706252811515969,0.0
,,0.10751237067026541,0.0
,,0.10796221322537113,0.0
,,0.10841205578047683,0.0
,,0.10886189833558255,0.0
,,0.10931174089068826,0.0
,,0.10976158344579397,0.0
,,0.11021142600089968,0.0
,,0.1106612685560054,0.0
,,0.1111111111111111,0.0
,,0.11156095366621682,0.0
,,0.11201079622132254,0.0
,,0.11246063877642826,0.0
,,0.11291048133153396,0.0
,,0.11336032388663968,0.0
,,0.1138101664417454,0.0
,,0.1142600089968511,0.0
,,0.11470985155195682,0.0
,,0.11515969410706253,0.0
,,0.11560953666216824,0.0
,,0.11605937921727395,0.0
,,0.11650922177237967,0.0
,,0.11695906432748537,0.0
,,0.11740890688259109,0.0
,,0.11785874943769681,0.0
,,0.11830859199280253,0.0
,,0.11875843454790823,0.0
,,0.11920827710301395,0.0
,,0.11965811965811966,0.0
,,0.12010796221322537,0.0
,,0.12055780476833108,0.0
,,0.1210076473234368,0.0
,,0.1214574898785425,0.0
,,0.12190733243364822,0.0
,,0.12235717498875394,0.0
,,0.12280701754385964,0.0
,,0.12325686009896536,0.0
,,0.12370670265407108,0.0
,,0.1241565452091768,0.0
,,0.1246063877642825,0.0
,,0.1250562303193882,0.0
,,0.12550607287449392,0.0
,,0.12595591542959964,0.0
,,0.12640575798470535,0.0
,,0.12685560053981107,0.0
,,0.1273054430949168,0.0
,,0.1277552856500225,0.0
,,0.1282051282051282,0.0
,,0.1286549707602339,0.0
,,0.12910481331533963,0.0
,,0.12955465587044535,0.0
,,0.13000449842555106,0.0
,,0.13045434098065678,0.0
,,0.13090418353576247,0.0
,,0.1313540260908682,0.0
,,0.1318038686459739,0.0
,,0.13225371120107962,0.0
,,0.13270355375618534,0.0
,,0.13315339631129106,0.0
,,0.13360323886639677,0.0
,,0.13405308142150246,0.0
,,0.13450292397660818,0.0
,,0.1349527665317139,0.0
,,0.13540260908681961,0.0
,,0.13585245164192533,0.0
,,0.13630229419703105,0.0
,,0.13675213675213677,0.0
,,0.13720197930724246,0.0
,,0.13765182186234817,0.0
,,0.1381016644174539,0.0
,,0.1385515069725596,0.0
,,0.13900134952766532,0.0
,,0.13945119208277104,0.0
,,0.13990103463787673,0.0
,,0.14035087719298245,0.0
,,0.14080071974808817,0.0
,,0.14125056230319388,0.0
,,0.1417004048582996,0.0
,,0.14215024741340532,0.0
,,0.14260008996851103,0.0
,,0.14304993252361672,0.0
,,0.14349977507872244,0.0
,,0.14394961763382816,0.0
,,0.14439946018893388,0.0
,,0.1448493027440396,0.0
,,0.1452991452991453,0.0
,,0.145748987854251,0.0
,,0.14619883040935672,0.0
,,0.14664867296446243,0.0
,,0.14709851551956815,0.0
,,0.14754835807467387,0.0
,,0.14799820062977959,0.0
,,0.1484480431848853,0.0
,,0.148897885739991,0.0
,,0.1493477282950967,0.0
,,0.14979757085020243,0.0
,,0.15024741340530814,0.0
,,0.15069725596041386,0.0
,,0.15114709851551958,0.0
,,0.15159694107062527,0.0
,,0.15204678362573099,0.0
,,0.1524966261808367,0.0
,,0.15294646873594242,0.0
,,0.15339631129104814,0.0
,,0.15384615384615385,0.0
,,0.15429599640125957,0.0
,,0.15474583895636526,0.0
,,0.15519568151147098,0.0
,,0.1556455240665767,0.0
,,0.1560953666216824,0.0
,,0.15654520917678813,0.0
,,0.15699505173189385,0.0
,,0.15744489428699954,0.0
,,0.15789473684210525,0.0
,,0.15834457939721097,0.0
,,0.1587944219523167,0.0
,,0.1592442645074224,0.0
,,0.15969410706252812,0.0
,,0.16014394961763384,0.0
,,0.16059379217273953,0.0
,,0.16104363472784525,0.0
,,0.16149347728295096,0.0
,,0.16194331983805668,0.0
,,0.1623931623931624,0.0
,,0.16284300494826812,0.0
,,0.1632928475033738,0.0
,,0.16374269005847952,0.0
,,0.16419253261358524,0.0
,,0.16464237516869096,0.0
,,0.16509221772379667,0.0
,,0.1655420602789024,0.0
,,0.1659919028340081,0.0
,,0.1664417453891138,0.0
,,0.16689158794421952,0.0
,,0.16734143049932523,0.0
,,0.16779127305443095,0.0
,,0.16824111560953667,0.0
,,0.16869095816464239,0.0
,,0.16914080071974807,0.0
,,0.1695906432748538,0.0
,,0.1700404858299595,0.0
,,0.17049032838506523,0.0
,,0.17094017094017094,0.0
,,0.17139001349527666,0.0
,,0.17183985605038238,0.0
,,0.17228969860548807,0.0
,,0.17273954116059378,0.0
,,0.1731893837156995,0.0
,,0.17363922627080522,0.0
,,0.17408906882591094,0.0
,,0.17453891138101665,0.0
,,0.17498875393612237,0.0
,,0.17543859649122806,0.0
,,0.17588843904633378,0.0
,,0.1763382816014395,0.0
,,0.1767881241565452,0.0
,,0.17723796671165093,0.0
,,0.17768780926675665,0.0
,,0.17813765182186234,0.0
,,0.17858749437696805,0.0
,,0.17903733693207377,0.0
,,0.1794871794871795,0.0
,,0.1799370220422852,0.0
,,0.18038686459739092,0.0
,,0.18083670715249664,0.0
,,0.18128654970760233,0.0
,,0.18173639226270805,0.0
,,0.18218623481781376,0.0
,,0.18263607737291948,0.0
,,0.1830859199280252,0.0
,,0.18353576248313092,0.0
,,0.1839856050382366,0.0
,,0.18443544759334232,0.0
,,0.18488529014844804,0.0
,,0.18533513270355376,0.0
,,0.18578497525865947,0.0
,,0.1862348178137652,0.0
,,0.1866846603688709,0.0
,,0.1871345029239766,0.0
,,0.18758434547908232,0.0
,,0.18803418803418803,0.0
,,0.18848403058929375,0.0
,,0.18893387314439947,0.0
,,0.18938371569950518,0.0
,,0.18983355825461087,0.0
,,0.1902834008097166,0.0
,,0.1907332433648223,0.0
,,0.19118308591992803,0.0
,,0.19163292847503374,0.0
,,0.19208277103013946,0.0
,,0.19253261358524518,0.0
,,0.19298245614035087,0.0
,,0.19343229869545658,0.0
,,0.1938821412505623,0.0
,,0.19433198380566802,0.0
,,0.19478182636077374,0.0
,,0.19523166891587945,0.0
,,0.19568151147098514,0.0
,,0.19613135402609086,0.0
,,0.19658119658119658,0.0
,,0.1970310391363023,0.0
,,0.197480881691408,0.0
,,0.19793072424651373,0.0
,,0.19838056680161945,0.0
,,0.19883040935672514,0.0
,,0.19928025191183085,0.0
,,0.19973009446693657,0.0
,,0.2001799370220423,0.0
,,0.200629779577148,0.0
,,0.20107962213225372,0.0
,,0.2015294646873594,0.0
,,0.20197930724246513,0.0
,,0.20242914979757085,0.0
,,0.20287899235267656,0.0
,,0.20332883490778228,0.0
,,0.203778677462888,0.0
,,0.20422852001799371,0.0
,,0.2046783625730994,0.0
,,0.20512820512820512,0.0
,,0.20557804768331084,0.0
,,0.20602789023841656,0.0
,,0.20647773279352227,0.0
,,0.206927575348628,0.0
,,0.20737741790373368,0.0
,,0.2078272604588394,0.0
,,0.20827710301394511,0.0
,,0.20872694556905083,0.0
,,0.20917678812415655,0.0
,,0.20962663067926227,0.0
,,0.21007647323436798,0.0
,,0.21052631578947367,0.0
,,0.2109761583445794,0.0
,,0.2114260008996851,0.0
,,0.21187584345479082,0.0
,,0.21232568600989654,0.0
,,0.21277552856500226,0.0
,,0.21322537112010798,0.0
,,0.21367521367521367,0.0
,,0.21412505623031938,0.0
,,0.2145748987854251,0.0
,,0.21502474134053082,0.0
,,0.21547458389563653,0.0
,,0.21592442645074225,0.0
,,0.21637426900584794,0.0
,,0.21682411156095366,0.0
,,0.21727395411605938,0.0
,,0.2177237966711651,0.0
,,0.2181736392262708,0.0
,,0.21862348178137653,0.0
,,0.21907332433648224,0.0
,,0.21952316689158793,0.0
,,0.21997300944669365,0.0
,,0.22042285200179937,0.0
,,0.22087269455690509,0.0
,,0.2213225371120108,0.0
,,0.22177237966711652,0.0
,,0.2222222222222222,0.0
,,0.22267206477732793,0.0
,,0.22312190733243364,0.0
,,0.22357174988753936,0.0
,,0.22402159244264508,0.0
,,0.2244714349977508,0.0
,,0.2249212775528565,0.0
,,0.2253711201079622,0.0
,,0.22582096266306792,0.0
,,0.22627080521817364,0.0
,,0.22672064777327935,0.0
,,0.22717049032838507,0.0
,,0.2276203328834908,0.0
,,0.22807017543859648,0.0
,,0.2285200179937022,0.0
,,0.2289698605488079,0.0
,,0.22941970310391363,0.0
,,0.22986954565901935,0.0
,,0.23031938821412506,0.0
,,0.23076923076923078,0.0
,,0.23121907332433647,0.0
,,0.2316689158794422,0.0
,,0.2321187584345479,0.0
,,0.23256860098965362,0.0
,,0.23301844354475934,0.0
,,0.23346828609986506,0.0
,,0.23391812865497075,0.0
,,0.23436797121007646,0.0
,,0.23481781376518218,0.0
,,0.2352676563202879,0.0
,,0.23571749887539362,0.0
,,0.23616734143049933,0.0
,,0.23661718398560505,0.0
,,0.23706702654071074,0.0
,,0.23751686909581646,0.0
,,0.23796671165092217,0.0
,,0.2384165542060279,0.0
,,0.2388663967611336,0.0
,,0.23931623931623933,0.0
,,0.23976608187134502,0.0
,,0.24021592442645073,0.0
,,0.24066576698155645,0.0
,,0.24111560953666217,0.0
,,0.24156545209176788,0.0
,,0.2420152946468736,0.0
,,0.24246513720197932,0.0
,,0.242914979757085,0.0
,,0.24336482231219073,0.0
,,0.24381466486729644,0.0
,,0.24426450742240216,0.0
,,0.24471434997750788,0.0
,,0.2451641925326136,0.0
,,0.24561403508771928,0.0
,,0.246063877642825,0.0
,,0.24651372019793072,0.0
,,0.24696356275303644,0.0
,,0.24741340530814215,0.0
,,0.24786324786324787,0.0
,,0.2483130904183536,0.0
,,0.24876293297345928,0.0
,,0.249212775528565,0.0
,,0.2496626180836707,0.0
,,0.2501124606387764,0.0
,,0.2505623031938821,0.0
,,0.25101214574898784,0.0
,,0.25146198830409355,0.0
,,0.25191183085919927,0.0
,,0.252361673414305,0.0
,,0.2528115159694107,0.0
,,0.2532613585245164,0.0
,,0.25371120107962214,0.0
,,0.25416104363472786,0.0
,,0.2546108861898336,0.0
,,0.2550607287449393,0.0
,,0.255510571300045,0.0
,,0.25596041385515067,0.0
,,0.2564102564102564,0.0
,,0.2568600989653621,0.0
,,0.2573099415204678,0.0
,,0.25775978407557354,0.0
,,0.25820962663067926,0.0
,,0.258659469185785,0.0
,,0.2591093117408907,0.0
,,0.2595591542959964,0.0
,,0.2600089968511021,0.0
,,0.26045883940620784,0.0
,,0.26090868196131356,0.0
,,0.2613585245164193,0.0
,,0.26180836707152494,0.0
,,0.26225820962663066,0.0
,,0.2627080521817364,0.0
,,0.2631578947368421,0.0
,,0.2636077372919478,0.0
,,0.2640575798470535,0.0
,,0.26450742240215924,0.0
,,0.26495726495726496,0.0
,,0.2654071075123707,0.0
,,0.2658569500674764,0.0
,,0.2663067926225821,0.0
,,0.26675663517768783,0.0
,,0.26720647773279355,0.0
,,0.2676563202878992,0.0
,,0.2681061628430049,0.0
,,0.26855600539811064,0.0
,,0.26900584795321636,0.0
,,0.2694556905083221,0.0
,,0.2699055330634278,0.0
,,0.2703553756185335,0.0
,,0.27080521817363923,0.0
,,0.27125506072874495,0.0
,,0.27170490328385066,0.0
,,0.2721547458389564,0.0
,,0.2726045883940621,0.0
,,0.2730544309491678,0.0
,,0.27350427350427353,0.0
,,0.2739541160593792,0.0
,,0.2744039586144849,0.0
,,0.27485380116959063,0.0
,,0.27530364372469635,0.0
,,0.27575348627980206,0.0
,,0.2762033288349078,0.0
,,0.2766531713900135,0.0
,,0.2771030139451192,0.0
,,0.27755285650022493,0.0
,,0.27800269905533065,0.0
,,0.27845254161043637,0.0
,,0.2789023841655421,0.0
,,0.2793522267206478,0.0
,,0.27980206927575346,0.0
,,0.2802519118308592,0.0
,,0.2807017543859649,0.0
,,0.2811515969410706,0.0
